FH_CORTE|FH_INFORMACION|NU_CTO|NU_CTE|CD_BANCO|CD_SUCURSAL|TP_CUENTA_CHEQUES|NU_CTA|CD_TARJETA|NU_BIN_TARJETA|NU_TARJETA|TP_TARJETA|CD_OFICINA_GESTORA|CD_SUBPRODUCTO|CD_VENCIMIENTO_TDC|CD_BANCO_CONTRATO|CD_OFICINA_CONTRATO|TP_CONTRATO|NU_CONTRATO|NU_CAJERO|NU_AFILIACION|CD_TERMINAL_OPERACION|CD_GIRO|CD_ADQUIRENTE|CD_OFICINA_CAJERO|TP_MENSAJE|CD_OPERACION|TP_CUENTA|TP_CUENTA_DESTINO|NU_REF_EGLOBAL|CD_RETORNO|CD_RAZON_RET|NU_OPERACION|FH_OPERACION|HM_HORA|IM_TRANSACCION|CD_MONEDA|IM_TRANSACCION_ORIGINAL|CD_MONEDA_ORIGINAL|IM_COMISION_TP_CAMBIO|IM_COMISION|FH_CONTABLE|NU_OPERACION_ORIGINAL|FH_OPERACION_ORIGINAL|HM_HORA_OPE_ORIGINAL|NU_TERMINAL_ORIGEN|CD_BANCO_ORIGEN|ST_OPERACION_4B|ST_OPER_EXTRANJERO|CD_RESOLUTOR_OPERACION|NU_REFER_AUTRZCN|NU_MOVIMIENTO|CD_CANAL|ST_CTRL_AUTORIZACION|ST_OP_APROB_TJ_BAJA|ST_SITUA_AUTORIZACION|ST_RESOLUCION_FINAL|TP_TAJETA_PA|TP_INDICADOR_OPERACION|ST_TP_DOMILICIACION|CD_PAIS_LETRA|NU_REMESA|CD_ID_ADQUIRIENTE|NB_COMERCIO|HR_REGISTRO_SISTEMA|TP_CTA_SEL_ORIGEN|TP_CTA_SEL_DESTINO|TP_POS_ENTRY_MODE1|TP_POS_ENTRY_MODE2|TP_CAVV|TP_LIBRE_5|TP_ECI|TP_CVV2|TP_RESPUESTA_CVV2|ST_EMV_TERM_CAPABILITY|IM_SALDO|IM_LIMITE|FH_ALTA_TARJETA|ST_RESTRICION_TARJETA|CD_POSTAL_COMERCIO|CD_PAIS|NB_ESTADO_CORTO|CD_DECISION_FALCON|NU_VERSION_TPV|NU_BLOCK_TPV|NU_OPERACION_RED6000|NB_DESCRIPCION|IX_CROSS_BORDER|FH_CARGA|TP_CARGO|NB_OPERACION|IX_REVERSO|IM_MONEDA_ORIGEN|IM_CAMBIO_MON_ORIG|IM_CAMBIO_MON_DIVI|FH_TIPO_CAMBIO|CD_DIVISA_TXN|IM_PTOS_ANTES_COMP|CT_PTOS_ANTES_COMP|IM_PESOS_PUNTOS|NU_PUNTOS_REDIMIDO|CD_CANAL_VNET|CD_POS_MODO_ENTRAD|CD_VALIDA_CVV3|CD_VALIDA_LYNX|CD_CAMP_ACTI_GARAN|CD_PTOS_OTOR_GARAN|CD_AVISOS_GARANTIA|CD_REFERENCIA_CAMP|CD_ASOCIACIO_TARJ|CD_TERMINAL_ADQU|CD_AUTORIZA_PENDIE|CD_LOCALIZA_TERMIN|CD_PRES_TARJHABIEN|CD_PRESENC_TARJETA|CD_CAPTURA_TARJETA|CD_STATUS|CD_SEGU_NIVEL_ADQ|CD_SCORE_EMISOR|CD_SCORE_ADQUIRENT|CD_CTA_COMPROMETID|CD_EVENTO_COMPROME|CD_PAN|CD_CTA_ABONO|CD_PAGO_ASIG_TERM|PC_PAGO|CD_SEGU_COMER_ELEC|CD_VERIFIC_TARJETA|CD_DIFERIMIENTO|CD_PARCILIZACION|TP_PLAN|TP_MULTIPAG_RECIBI|CD_CONVENIO|CD_REFERENCIA|NB_RAZON_SOCI_CONV|CD_GUIA_CIE_UDIS|CD_FOLIO_SUCURSAL|CD_REQ_REVERSO|CD_CONTA_TRANSACCI|CD_PAIS_TERMINAL|CD_MONEDA_EXT|FH_POSTEADA_ADQ|CD_TXN_FINANCIERA|TP_TERMINAL_EMV|CD_ENTRAD_PTO_SERV|CD_CAPACIDAD_TERMI|CD_TARJ_MISMO_PAN|CD_TXN_AUTOR_LINEA|CD_RESP_EMISOR|NB_AUTENT_EMISOR|FH_OPERACION_HORA|FH_TARJETA_ALTA|FH_TARJETA_SITUA|ST_FRAUDE|CD_CLIENTE|CD_SUCURSAL_CTO|CD_SUCURSAL_CTA|CD_RETENCION|ST_TARJETA|CD_CHIP
01/04/2017|29/04/2017|71|71|74|386|14|71|4152310000000071|415231|71||386|VD|AAMM|74|252|44|49599071|E881|595210000|||74|6062|1200|1|20|0|0|0|0|1101|28/04/2017|163102|100|MXP|100|MXP|0|0|28/04/2017||28/04/2017|163102|E881|74|N|N|OBBV|28329|1046|CAJE|N|||20|P|D|N|MX|||595210000|28/04/2017 16:31|1||0|5||||||5|5186.43|0|07/04/2016|1||||R|0|0|99|3|0|29/04/2017||DIS TJ DB CAJERO ONLINE(FINAN)||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0||||0||0|0|0||0|||0||0|382|484|484|28/04/2017|1|14|51|5|1||||0001-01-01|0001-01-01|0001-01-01||K0616640|252|386|||SI
01/12/2016|24/12/2016|54|54|||||4152310000000054|415231|54||||AAMM|||||B655|466770000|||74|6062|1210|30|0|95|0|0|0|3897|23/12/2016|73621|0||0|MXP|0|0|23/12/2016||23/12/2016|73621|B655|74|N|N|OBBV||0|CAJE|||||||||||E|23/12/2016 07:36|1||0|5||||||5|0|0|01/01/0001||||||0|0|0|1|0|24/12/2016|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
01/04/2017|26/04/2017|16|16|74|5804|11|16|4152310000000016|415231|16||5813|VD|0|74|5813|44|3548408|9849|98490000|||74|6062|1200|1|40|0|0|0|0|6819|24/04/2017|220542|500||500|MXP|0|0|25/04/2017||24/04/2017|220542|9849|74|N|N|OBBV|281989|3137|CAJE||||20|P|D|||||98490000|24/04/2017 22:05|3||9|0||||||5|3601.5|0|01/01/0001||||||0|0|99|1|0|26/04/2017||RETIRO DINERO MOVIL||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0||||0||0|0|0||0|||0||||||0001-01-01|||901|5|||||0001-01-01|0001-01-01|0001-01-01|||||||
01/11/2016|19/11/2016|66|66|74|603|28|66|4152310000000066|415231|66||603|VD|AAMM|74|676|44|63860916||7747130|81063170|5814|B072||1200|0|20|0|222176|0|0|229179239|18/11/2016|133708|103|MXP|103|MXP|0|0|18/11/2016|0|18/11/2016|0|3170|GLOB|N|N|OBBV|675303|72|TPV|N|||20|P|D|N|MX||10034567901|LA TORTA PLAZA I           A8|18/11/2016 13:37|1||0|5||3|0|||8|8482.18|0|07/06/2016|1|22014|MX|0||0|0|110||0|19/11/2016|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
01/12/2016|06/12/2016|79|79|74|6575|12|79|4152310000000079|415231|79||6575|VD|AAMM|74|6575|44|87745256|C325|499570000|||74|5253|1200|1|20|0|0|0|0|6901|05/12/2016|133122|4000|MXP|4000|MXP|0|0|05/12/2016||05/12/2016|133122|C325|74|N|N|OBBV|395108|1620|CAJE|N|||20|P|D|N|MX|||499570000|05/12/2016 13:31|2||0|5||||||5|65099.18|0|03/09/2015|1|||||0|0|99|1|0|06/12/2016|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
01/04/2017|08/04/2017||86|74|5359|15|86|4152310000000086|415231|86||5359|VD|AAMM|74|5359|44|20125797|1539|15390000|||74|6062|1200|1|20|0|0|1|51|2391|07/04/2017|200614|300|MXP|300|MXP|0|0|07/04/2017||07/04/2017|200614|1539|74|N|N|OBBV||0|CAJE|N|||20|P|D|N|MX|||15390000|07/04/2017 20:06|1||0|5||||||5|0|0|01/01/0001|1|||||0|0|99|1|0|08/04/2017||DIS TJ DB CAJERO ONLINE(FINAN)||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0|0|||0||0|0|0||0|||0||0|6|484|484|07/04/2017|1|14|51|5|1||||0001-01-01|0001-01-01|0001-01-01||50742705|5359|5359|||SI
01/03/2017|25/03/2017|6|6|74|5133|29|6|4152310000000006|415231|6||5133|VD|AAMM|74|4762|44|11438109||5848593|13|5411|C001||1200|9|20|0|131686|0|0|736014812|24/03/2017|192927|1106|MXP|1106|MXP|1000|0|24/03/2017|0|24/03/2017|0|13|GLOB|N|N|OBBV|790850|106|TPV|N|||20|P|D|N|MX||12|CHEDRAUI P CARMEN          A8|24/03/2017 18:26|1||0|5||4|0|||8|14744.25|0|03/12/2015|1|77710|MX|QR||0|0|110||0|25/03/2017|PRESENTE|Cash-Back||0|0|0|01/01/0001||0|0|0|0||||4|N|||||0|0|0|0|0|0|0|0|||||||||0||0|0|0||0|||0||0|01B1|484|484|24/03/2017|0|22|51|5|1||||0001-01-01|0001-01-01|0001-01-01||J6747309|4762|5133|||SI
01/12/2016|20/12/2016|21|21|74|6651|4|21|4555130000000021|455513|21|TDC|433|CV|AAMM|74|433|75|1641711||6261259|1|4784|C001||1100|0|30|0|52536|0|0|2896385|17/12/2016|102750|128|MXP|128|MXP|0|0|19/12/2016|0|17/12/2016|0|1|GLOB|N|N|OBBV|295125|102393|TPV|N|||30|P|A|P|MX||12|IDMX ZAPOTLANEJO           C1|17/12/2016 10:25|3||0|1||A|0|||1|2046386|2633000|30/01/2015|1|44300|MX|JA||0|1|0|241|0|20/12/2016|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
01/01/2017|10/01/2017|81|81|74|3470|11|81|4101800000000081|410180|81|TDC|5038|TE|AAMM|74|367|74|31324999||299552|38520015|5411|C001||1100|0|30|0|433397|0|0|800760245|08/01/2017|110529|828.34|MXP|828.34|MXP|0|0|09/01/2017|0|08/01/2017|0|15|GLOB|N|N|OBBV|971883|345|TPV|N|||30|P|A|P|MX||12|WAL MART PLATEROS          A8|08/01/2017 11:05|3||0|5||4|0|||8|-526.2|146700|15/04/2016|4|1480|MX|DF||0|0|110|57|0|10/01/2017|PRESENTE|Compra||0|0|0|01/01/0001||0|0|0|0||||4|N|||||0|0|0|0|0|0|0|0|||||||||0||0|0|0||0|||0||0|008B|484|484|08/01/2017|0|22|51|5|1||||0001-01-01|0001-01-01|0001-01-01|||||||
01/01/2017|28/01/2017|37|37|||||4152310000000037|415231|37||||AAMM|||||D850|553760000|||74|3688|1200|30|0|99|0|0|0|5592|27/01/2017|115414|0||0|MXP|0|0|27/01/2017||27/01/2017|115414|D850|74|N|N|OBBV||0|CAJE|||||||||||E|27/01/2017 11:54|1||9|0||||||2|0|0|01/01/0001|||||K|0|0|0|4|0|28/01/2017||Consulta-Saldo||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0||||0||0|0|0||0|||0||||||0001-01-01|||901|2|||||0001-01-01|0001-01-01|0001-01-01||83912392|3688|3688|||SI
01/04/2017|05/04/2017|24|24|||||5358750000000024|535875|24|TCD||V1|AAMM|74|2849|72|36608798|6686|66860000|||74|1010|1300|19|0|0|0|0|0|7276|04/04/2017|111312|4000||4000|MXP|0|0|04/04/2017||04/04/2017|111312|6686|74|N|N|OBBV|598533|0|KIOS|N||||P|D|||||66860000|04/04/2017 11:13|1||0|1|||||||-4000|0|01/01/0001|||||K|0|1|0|4|0|05/04/2017||PAGO TDC EFECTIVO PRACTICAJA||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0||||0||0|0|0||0|||0||||||0001-01-01|||||||||0001-01-01|0001-01-01|0001-01-01|||||||
